name,Sa,Sz,Str,Spc,Sdr,Sq,Ssk,Sku,Sp,Sv,Sal,Std,Sdq,Spd,Sk,Spk,Svk,Smr1,Smr2,Sxp,Vvv,Vvc,Vmp,Vmc,Area size
Image144,0.131,5.975,0.566,179.676,0.002064,0.192,3.528,53.839,4.901,1.074,12.969,92.800,0.065,20661.655,0.390,0.270,0.181,10.852,90.128,0.347,0.019,0.192,0.014,0.138,373424.654
Image145,0.116,6.786,0.852,125.208,0.001342,0.167,4.381,109.330,5.525,1.262,14.275,180.000,0.053,25543.903,0.341,0.219,0.157,11.339,88.655,0.317,0.017,0.173,0.011,0.126,373424.654
Image146,0.160,3.430,0.300,110.868,0.002486,0.220,-0.290,6.627,1.529,1.900,12.578,19.500,0.071,18973.400,0.454,0.280,0.302,11.682,88.383,0.441,0.029,0.234,0.014,0.166,373424.654
Image147,0.163,2.965,0.355,153.510,0.003530,0.213,-0.249,4.182,1.721,1.244,11.767,9.400,0.085,20162.425,0.495,0.214,0.274,10.269,88.780,0.399,0.028,0.238,0.011,0.177,373424.654
Image148,0.148,3.811,0.377,205.339,0.004556,0.197,0.035,5.169,2.529,1.282,8.835,0.000,0.097,22497.530,0.441,0.238,0.248,11.303,89.420,0.395,0.025,0.221,0.012,0.157,373424.654
Image149,0.165,4.325,0.607,169.309,0.003159,0.219,0.148,5.914,2.992,1.333,9.823,15.300,0.080,12926.283,0.488,0.257,0.260,11.755,88.959,0.435,0.027,0.250,0.013,0.178,373424.654
Image150,0.148,3.852,0.520,233.687,0.004207,0.197,0.541,5.613,2.718,1.135,9.669,7.600,0.093,17218.046,0.426,0.272,0.205,13.163,89.546,0.434,0.022,0.231,0.014,0.156,373424.654
Image151,0.127,2.624,0.646,133.810,0.002291,0.165,0.255,4.227,1.804,0.820,11.131,0.000,0.068,19668.564,0.382,0.202,0.173,11.685,89.489,0.350,0.019,0.194,0.010,0.137,373424.654
Image152,0.162,2.910,0.617,134.710,0.002368,0.210,0.154,3.733,1.965,0.945,10.400,74.600,0.069,13975.739,0.491,0.250,0.222,12.033,89.833,0.440,0.024,0.254,0.012,0.177,373424.654
Image153,0.130,5.715,0.751,106.242,0.001600,0.188,3.727,56.916,4.878,0.837,14.628,0.000,0.057,16324.264,0.392,0.260,0.143,11.829,90.772,0.366,0.017,0.200,0.013,0.139,373424.654
Image154,0.148,2.990,0.921,140.125,0.002852,0.196,0.516,5.124,1.701,1.289,12.621,0.000,0.076,21668.165,0.438,0.272,0.190,12.668,90.269,0.439,0.021,0.233,0.014,0.158,373424.654
Image155,0.119,5.706,0.489,209.226,0.004618,0.161,1.155,27.906,4.016,1.689,8.145,79.600,0.099,21743.318,0.360,0.183,0.183,10.498,89.316,0.299,0.019,0.175,0.009,0.128,373424.654
Image156,0.096,4.690,0.640,179.258,0.002381,0.139,3.038,49.783,3.471,1.220,10.372,58.900,0.070,19735.665,0.281,0.193,0.132,11.564,88.937,0.262,0.014,0.143,0.010,0.102,373424.654
Image157,0.085,3.136,0.713,122.627,0.001426,0.114,0.626,8.788,2.189,0.947,12.966,0.000,0.054,24362.931,0.252,0.149,0.126,11.551,89.311,0.233,0.013,0.128,0.008,0.091,373424.654
Image158,0.126,6.934,0.673,264.209,0.006511,0.182,1.590,35.472,4.794,2.141,9.796,95.800,0.117,24650.122,0.371,0.224,0.217,10.324,88.732,0.311,0.021,0.180,0.011,0.134,373424.654
Image159,0.094,3.398,0.633,218.643,0.002640,0.126,1.016,11.314,2.626,0.772,10.138,57.300,0.074,25989.452,0.283,0.173,0.112,11.531,89.653,0.265,0.013,0.144,0.009,0.102,373424.654
Image160,0.092,3.905,0.883,139.358,0.001789,0.129,2.044,26.864,3.245,0.661,12.601,180.000,0.061,23316.159,0.266,0.191,0.124,12.226,89.865,0.267,0.013,0.140,0.010,0.096,373424.654
Image161,0.135,8.251,0.758,315.032,0.008115,0.198,3.904,82.422,6.484,1.768,11.458,90.000,0.130,30595.246,0.402,0.239,0.207,10.776,89.113,0.336,0.021,0.197,0.012,0.144,373424.654
Image162,0.101,3.464,0.687,263.430,0.004152,0.136,1.234,12.035,2.685,0.779,10.584,180.000,0.093,34495.140,0.301,0.198,0.115,11.597,89.962,0.289,0.013,0.153,0.010,0.108,373424.654
Image163,0.093,3.923,0.942,260.443,0.003991,0.131,2.026,19.882,2.851,1.071,12.312,0.000,0.091,35131.255,0.269,0.209,0.106,12.159,90.122,0.275,0.012,0.141,0.011,0.097,373424.654
Image164,0.198,24.401,0.173,252.755,0.01203,0.615,6.912,122.994,17.267,7.134,11.868,57.800,0.164,20248.314,0.370,0.977,0.695,10.611,87.608,0.364,0.052,0.182,0.051,0.136,373424.654
Image165,0.111,7.107,0.743,148.950,0.002909,0.180,4.663,93.918,4.957,2.150,11.468,0.000,0.078,17872.949,0.309,0.253,0.198,10.993,88.724,0.281,0.019,0.154,0.013,0.112,373424.654
Image166,0.129,17.693,0.462,190.473,0.005920,0.375,11.932,244.143,13.709,3.985,11.606,60.000,0.115,20854.905,0.285,0.538,0.352,11.033,88.615,0.258,0.027,0.141,0.029,0.102,373424.654
Image167,0.139,23.800,0.564,191.574,0.005435,0.336,11.065,404.528,15.705,8.095,10.809,40.700,0.111,16015.601,0.365,0.341,0.339,10.507,88.240,0.314,0.029,0.179,0.017,0.134,373424.654
Image168,0.111,9.462,0.711,226.119,0.003848,0.186,5.555,98.630,7.133,2.329,11.195,95.500,0.091,18235.292,0.307,0.298,0.176,11.018,88.935,0.293,0.017,0.154,0.016,0.111,373424.654
Image169,0.103,8.454,0.638,162.261,0.003233,0.204,8.577,154.980,6.487,1.966,11.718,130.600,0.085,17596.494,0.270,0.321,0.189,10.636,88.701,0.252,0.017,0.134,0.017,0.098,373424.654
Image170,0.122,5.698,0.504,125.159,0.002273,0.161,0.154,9.629,3.882,1.816,9.654,61.900,0.068,15658.625,0.379,0.169,0.192,9.655,89.153,0.297,0.020,0.178,0.008,0.134,373424.654
Image171,0.114,12.057,0.644,222.068,0.003610,0.225,10.734,276.194,10.214,1.843,13.962,139.700,0.091,16603.403,0.296,0.318,0.210,11.705,88.295,0.290,0.020,0.153,0.017,0.109,373424.654
Image172,0.105,8.534,0.247,229.889,0.004379,0.198,7.380,124.673,6.437,2.096,9.611,134.900,0.098,21139.412,0.269,0.350,0.166,11.377,88.294,0.299,0.016,0.138,0.019,0.100,373424.654
Image173,0.201,6.598,0.649,617.761,0.04285,0.317,1.571,13.729,4.323,2.275,7.318,67.800,0.303,92749.303,0.444,0.621,0.403,13.746,84.993,0.767,0.040,0.274,0.035,0.183,373424.654
Image174,0.237,10.240,0.726,607.189,0.04219,0.382,2.800,30.810,7.864,2.376,8.469,49.400,0.302,83484.036,0.540,0.718,0.427,14.372,85.960,0.861,0.042,0.343,0.040,0.220,373424.654
Image175,0.707,31.239,0.116,872.186,0.1155,1.390,-1.167,20.454,9.596,21.643,17.221,46.800,0.517,72592.246,0.721,2.621,2.382,19.675,80.772,3.288,0.234,1.055,0.144,0.454,373424.654
Image176,0.434,31.571,0.341,1255.950,0.1895,0.809,3.789,69.028,22.773,8.798,9.302,65.500,0.694,77552.332,0.772,1.628,1.050,15.920,85.435,1.911,0.094,0.605,0.096,0.337,373424.654
Image177,0.267,16.577,0.819,790.895,0.05996,0.447,4.705,74.896,13.248,3.329,9.146,59.800,0.362,78792.353,0.636,0.847,0.427,13.335,86.732,0.962,0.043,0.377,0.047,0.251,373424.654
Image178,0.654,26.501,0.146,804.174,0.07369,1.157,0.933,12.996,17.680,8.820,21.035,61.000,0.407,56002.263,0.849,2.305,2.004,18.439,81.462,2.914,0.196,0.940,0.130,0.463,373424.654
Image179,0.174,8.406,0.824,554.653,0.02981,0.285,3.194,36.279,6.225,2.181,9.094,39.400,0.252,76078.800,0.422,0.545,0.303,12.092,86.128,0.570,0.030,0.229,0.030,0.165,373424.654
Image180,0.426,35.639,0.557,1067.224,0.1169,0.750,-3.031,125.498,8.522,27.116,9.306,30.100,0.522,78612.523,0.853,1.363,0.927,17.775,89.209,1.799,0.073,0.677,0.077,0.354,373424.654
Image181,0.813,43.036,0.262,1201.767,0.1441,1.484,0.346,15.171,16.219,26.816,15.779,65.800,0.579,65066.229,1.373,2.784,2.574,16.656,86.017,3.596,0.214,1.084,0.167,0.591,373424.654
Image182,0.183,9.486,0.395,232.209,0.007863,0.259,1.679,37.676,6.250,3.236,5.920,100.600,0.128,14485.704,0.541,0.322,0.286,10.849,88.963,0.470,0.029,0.268,0.016,0.196,373424.654
Image183,0.149,6.192,0.574,203.635,0.004613,0.204,1.284,18.978,4.676,1.516,7.526,90.000,0.098,14703.110,0.441,0.270,0.214,11.436,89.162,0.401,0.023,0.223,0.014,0.160,373424.654
Image184,0.211,18.483,0.475,300.485,0.01183,0.398,3.745,72.164,12.866,5.617,10.072,144.400,0.159,17368.351,0.494,0.683,0.452,12.474,86.979,0.611,0.042,0.270,0.038,0.187,373424.654
Image185,0.207,8.824,0.570,291.279,0.01026,0.319,2.051,30.668,5.517,3.307,7.432,107.800,0.147,14150.200,0.561,0.479,0.372,11.806,88.153,0.560,0.036,0.291,0.025,0.208,373424.654
Image186,0.174,10.153,0.510,228.269,0.006144,0.249,3.105,48.558,7.976,2.178,7.057,109.400,0.114,12427.054,0.508,0.339,0.218,12.583,90.201,0.479,0.024,0.267,0.018,0.184,373424.654
Image187,0.172,5.943,0.576,207.835,0.007674,0.244,2.378,28.994,4.526,1.417,5.721,133.500,0.126,16879.858,0.490,0.382,0.211,12.645,89.893,0.534,0.023,0.263,0.020,0.178,373424.654
Image188,0.224,15.492,0.463,282.952,0.01295,0.359,3.424,76.097,10.718,4.775,6.729,106.200,0.165,18557.376,0.608,0.487,0.416,11.898,88.077,0.596,0.040,0.316,0.026,0.226,373424.654
Image189,0.182,3.635,0.327,298.734,0.008173,0.233,0.303,3.659,2.258,1.377,4.440,107.900,0.129,21431.971,0.564,0.280,0.204,11.903,90.601,0.502,0.024,0.289,0.014,0.201,373424.654
Image190,0.167,11.537,0.636,234.655,0.007042,0.296,9.105,200.889,8.867,2.670,11.593,93.500,0.122,21214.565,0.452,0.426,0.228,13.754,91.209,0.500,0.022,0.254,0.023,0.165,373424.654
Image191,0.265,21.347,0.526,364.276,0.01830,0.398,3.495,84.414,17.937,3.410,6.114,74.200,0.199,16026.337,0.747,0.531,0.446,11.073,87.864,0.673,0.045,0.376,0.027,0.277,373424.654
Image192,0.175,4.757,0.675,221.300,0.006472,0.233,0.252,5.090,3.523,1.234,6.208,165.400,0.115,17116.052,0.501,0.307,0.268,11.815,87.637,0.483,0.029,0.262,0.015,0.187,373424.654
Image193,0.222,14.282,0.575,259.272,0.01223,0.418,3.192,61.790,8.465,5.817,10.999,90.000,0.163,16675.872,0.508,0.641,0.535,12.407,85.831,0.588,0.050,0.279,0.035,0.198,373424.654
Image194,0.281,21.524,0.482,356.008,0.02087,0.448,4.348,82.536,15.201,6.324,5.913,56.900,0.215,14743.371,0.793,0.625,0.477,10.627,88.375,0.694,0.047,0.390,0.032,0.289,373424.654
Image195,0.158,5.825,0.749,237.783,0.005807,0.214,1.188,15.529,4.740,1.085,6.938,81.100,0.109,18745.258,0.464,0.294,0.206,12.131,89.052,0.454,0.023,0.244,0.015,0.171,373424.654
Image196,0.215,4.160,0.458,290.518,0.01049,0.287,0.310,4.602,2.187,1.973,4.734,91.900,0.146,18012.518,0.603,0.385,0.324,13.313,88.195,0.615,0.034,0.337,0.019,0.230,373424.654
Image197,0.295,13.859,0.166,509.454,0.02209,0.477,2.934,33.217,9.408,4.451,8.530,159.400,0.218,20951.530,0.771,0.815,0.529,11.642,87.849,0.814,0.051,0.399,0.044,0.286,373424.654
Image198,0.184,7.254,0.274,348.268,0.007775,0.292,2.823,34.038,5.028,2.226,10.322,158.900,0.127,21429.287,0.499,0.478,0.314,12.205,89.630,0.529,0.029,0.263,0.026,0.180,373424.654
Image199,0.305,13.732,0.542,486.979,0.02399,0.566,3.731,36.009,8.863,4.869,9.464,65.400,0.229,22629.048,0.631,1.065,0.622,14.942,86.703,1.041,0.056,0.404,0.065,0.256,373424.654
Image200,0.162,4.013,0.579,375.041,0.01299,0.218,0.539,5.869,2.453,1.560,7.118,92.800,0.164,51640.716,0.457,0.320,0.230,13.495,89.726,0.495,0.024,0.255,0.016,0.169,373424.654
Image201,0.138,4.761,0.656,233.524,0.006237,0.191,0.989,11.008,3.591,1.170,7.732,26.300,0.113,44342.842,0.374,0.299,0.209,13.877,89.162,0.440,0.021,0.215,0.015,0.140,373424.654
Image202,0.114,4.035,0.599,233.106,0.006195,0.160,1.058,9.601,2.369,1.667,7.304,0.000,0.113,61370.321,0.299,0.264,0.175,14.929,89.686,0.381,0.017,0.182,0.014,0.113,373424.654
Image203,0.179,5.271,0.538,298.915,0.008471,0.240,0.619,5.760,3.771,1.500,8.394,90.000,0.132,40206.753,0.504,0.352,0.245,13.749,89.668,0.549,0.026,0.284,0.018,0.187,373424.654
Image204,0.209,5.811,0.583,348.337,0.01210,0.288,1.011,6.395,2.663,3.148,8.081,67.400,0.158,38580.232,0.555,0.494,0.263,14.490,88.968,0.720,0.029,0.334,0.025,0.212,373424.654
Image205,0.123,5.226,0.786,230.077,0.005347,0.173,1.524,10.022,3.427,1.799,9.147,180.000,0.105,42278.824,0.323,0.314,0.142,14.595,89.680,0.437,0.016,0.196,0.017,0.122,373424.654
Image206,0.264,4.414,0.483,279.243,0.007780,0.341,0.311,4.084,2.587,1.827,15.628,102.500,0.126,30791.180,0.808,0.430,0.323,11.149,89.720,0.723,0.037,0.404,0.021,0.291,373424.654
Image207,0.131,4.279,0.484,287.456,0.006472,0.173,0.864,5.148,2.143,2.136,6.262,73.000,0.115,45319.828,0.370,0.274,0.135,14.666,91.433,0.432,0.015,0.217,0.014,0.136,373424.654
Image208,0.169,6.200,0.892,251.263,0.006480,0.228,0.713,5.509,4.418,1.782,15.902,64.500,0.115,39202.926,0.471,0.362,0.219,13.757,89.556,0.552,0.024,0.269,0.018,0.176,373424.654
Image209,0.302,15.905,0.105,523.884,0.03697,0.471,0.863,17.014,7.986,7.918,11.120,44.000,0.293,49957.830,0.764,0.790,0.625,12.902,88.299,0.967,0.056,0.422,0.043,0.285,373424.654
Image210,0.231,10.542,0.708,432.542,0.01961,0.337,1.460,24.939,7.698,2.844,9.162,47.800,0.203,52062.109,0.616,0.480,0.427,12.724,87.530,0.656,0.042,0.336,0.025,0.233,373424.654
Image211,0.454,23.856,0.145,801.178,0.2360,1.147,0.533,24.625,10.886,12.971,7.533,141.400,0.911,61364.953,0.621,2.082,2.102,13.609,87.098,2.122,0.151,0.368,0.132,0.242,373424.654
Image212,0.264,10.569,0.379,459.527,0.01975,0.361,0.367,6.685,4.125,6.445,9.938,68.700,0.206,41245.472,0.747,0.526,0.408,12.616,89.194,0.801,0.041,0.402,0.027,0.276,373424.654
Image213,0.361,22.450,0.634,752.055,0.04613,0.530,1.391,25.435,19.155,3.295,9.304,47.500,0.318,49496.177,0.834,0.902,0.660,15.518,85.354,1.229,0.067,0.561,0.046,0.350,373424.654
Image214,0.302,8.945,0.832,635.885,0.03753,0.445,1.139,11.730,5.441,3.504,10.613,76.400,0.285,57787.143,0.758,0.739,0.539,14.301,87.659,0.986,0.052,0.458,0.039,0.295,373424.654
Image215,2.426,80.015,0.610,4511.436,5.440,6.255,-0.178,11.527,36.338,43.677,6.942,138.100,4.844,34618.605,0.391,9.451,11.920,23.745,80.277,16.829,1.176,1.713,0.902,0.418,373424.654
Image216,0.371,9.819,0.198,640.279,0.03670,0.551,0.616,8.661,5.166,4.653,8.162,79.000,0.282,42166.094,0.886,0.930,0.765,14.867,87.495,1.280,0.070,0.557,0.049,0.349,373424.654
Image217,0.347,8.339,0.223,591.940,0.04023,0.486,0.466,5.671,4.842,3.497,6.571,86.600,0.298,47963.597,0.867,0.783,0.591,15.038,86.912,1.145,0.060,0.550,0.039,0.347,373424.654
Image218,0.138,4.822,0.914,495.877,0.02473,0.201,1.409,13.452,2.928,1.894,8.119,56.700,0.227,96576.729,0.366,0.342,0.220,12.877,88.454,0.448,0.022,0.202,0.018,0.137,373424.654
Image219,0.112,9.897,0.736,356.345,0.01337,0.220,8.392,169.059,7.964,1.933,8.971,158.900,0.168,86033.863,0.253,0.388,0.191,14.274,87.765,0.397,0.018,0.155,0.023,0.098,373424.654
Image220,0.136,23.626,0.176,366.647,0.01688,0.367,4.886,119.395,16.264,7.362,11.378,118.100,0.193,69513.665,0.277,0.611,0.308,12.834,89.039,0.417,0.024,0.153,0.036,0.103,373424.654
Image221,0.090,3.480,0.715,293.532,0.007651,0.132,1.936,20.577,2.369,1.111,7.836,66.800,0.125,73504.816,0.248,0.211,0.137,12.190,88.637,0.265,0.014,0.131,0.011,0.092,373424.654
Image222,0.054,2.429,0.897,178.502,0.002669,0.077,2.043,20.272,1.815,0.614,9.131,180.000,0.074,71083.822,0.151,0.137,0.062,12.803,90.387,0.184,0.007,0.083,0.007,0.055,373424.654
Image223,0.088,6.121,0.906,248.652,0.005329,0.163,8.704,185.504,4.232,1.889,11.570,90.000,0.105,66094.212,0.233,0.234,0.146,12.515,88.754,0.253,0.014,0.125,0.013,0.086,373424.654
Image224,0.126,6.357,0.589,422.270,0.01624,0.194,2.711,34.419,3.950,2.407,5.832,49.900,0.183,70058.523,0.329,0.326,0.213,12.686,88.433,0.390,0.021,0.179,0.018,0.123,373424.654
Image225,0.059,2.187,0.831,179.143,0.002644,0.093,3.294,32.366,1.696,0.492,9.436,0.000,0.073,55972.739,0.151,0.187,0.070,13.583,90.283,0.232,0.007,0.087,0.011,0.056,373424.654
Image226,2.105,58.786,0.657,6158.276,6.281,4.046,-0.309,6.987,21.455,37.331,4.225,54.400,5.118,69618.342,0.557,8.339,9.673,23.271,80.142,10.024,0.962,3.840,0.373,0.877,373424.654
Image227,0.223,37.326,0.407,393.062,0.03244,0.690,21.976,722.592,31.004,6.322,7.311,156.000,0.281,36650.415,0.470,0.807,0.554,13.736,87.860,0.640,0.046,0.273,0.049,0.179,373424.654
Image228,0.662,12.514,0.660,647.038,0.03399,0.869,0.517,7.519,7.877,4.637,26.758,25.200,0.271,35107.098,1.937,1.062,0.914,8.336,85.384,1.457,0.101,0.904,0.051,0.761,373424.654
Image229,0.125,3.994,0.603,227.524,0.004482,0.169,0.539,6.105,2.400,1.594,10.900,131.400,0.096,43465.164,0.355,0.242,0.182,13.122,89.107,0.373,0.019,0.195,0.012,0.131,373424.654
Image230,0.417,44.087,0.755,593.199,0.05831,1.011,12.705,295.440,36.968,7.119,8.918,106.600,0.391,27063.064,1.023,1.588,0.903,10.936,89.707,1.014,0.073,0.506,0.084,0.363,373424.654
Image231,0.860,53.263,0.791,1616.585,0.9414,2.466,-1.321,34.306,22.207,31.056,6.445,60.300,1.961,36755.092,0.858,3.825,5.377,17.062,89.384,4.399,0.308,0.745,0.275,0.360,373424.654
Image232,0.278,22.968,0.208,412.002,0.02012,0.614,5.431,101.117,12.853,10.115,9.413,61.000,0.212,35665.376,0.616,0.901,0.645,13.661,87.548,0.744,0.056,0.351,0.054,0.237,373424.654
Image233,0.490,16.487,0.655,583.539,0.02911,0.670,1.455,20.825,11.523,4.963,20.237,147.500,0.251,34436.091,1.454,0.865,0.693,9.253,87.252,1.187,0.076,0.686,0.042,0.545,373424.654
Image234,0.257,10.781,0.717,634.248,0.03214,0.458,2.311,22.452,6.392,4.390,11.712,102.200,0.265,54641.461,0.456,0.998,0.527,16.887,86.760,1.213,0.047,0.380,0.060,0.196,373424.654
Image235,0.333,16.763,0.228,514.613,0.02234,0.643,4.090,55.740,10.018,6.745,12.401,8.400,0.224,34358.254,0.810,1.074,0.671,12.975,89.553,0.964,0.056,0.446,0.061,0.298,373424.654
Image236,0.133,4.197,0.606,345.081,0.01317,0.183,0.511,7.557,2.353,1.844,4.863,52.300,0.165,70595.329,0.375,0.265,0.209,12.882,89.446,0.397,0.021,0.203,0.014,0.137,373424.654
Image237,0.125,4.288,0.655,292.146,0.009453,0.169,0.414,6.133,2.647,1.641,5.723,0.000,0.139,64937.396,0.352,0.238,0.199,12.588,88.510,0.363,0.020,0.190,0.012,0.131,373424.654
Image238,0.150,3.458,0.643,311.185,0.01037,0.202,0.241,5.252,2.339,1.119,7.452,0.000,0.146,60578.533,0.427,0.269,0.249,12.973,89.523,0.431,0.024,0.231,0.013,0.156,373424.654
Image239,0.179,4.311,0.465,362.965,0.01157,0.241,0.798,8.194,2.861,1.451,7.244,80.200,0.155,41819.855,0.525,0.330,0.243,12.363,89.734,0.506,0.026,0.276,0.017,0.191,373424.654
Image240,0.131,3.470,0.634,285.578,0.007863,0.176,0.833,6.196,2.391,1.078,6.553,22.500,0.127,46774.572,0.371,0.275,0.163,13.525,90.058,0.416,0.018,0.209,0.014,0.137,373424.654
Image241,0.159,3.612,0.742,277.089,0.008199,0.211,0.486,5.066,2.526,1.085,10.724,137.800,0.130,49858.521,0.465,0.295,0.220,12.394,89.566,0.467,0.024,0.245,0.015,0.168,373424.654
Image242,0.164,4.551,0.431,364.263,0.01162,0.222,0.612,8.597,2.908,1.643,7.037,79.000,0.155,50414.115,0.482,0.293,0.241,11.967,89.607,0.447,0.025,0.249,0.015,0.174,373424.654
Image243,0.148,4.177,0.773,399.774,0.01423,0.204,1.259,7.949,3.105,1.072,6.338,73.100,0.172,60508.748,0.395,0.356,0.159,15.380,90.564,0.522,0.018,0.249,0.018,0.150,373424.654
Image244,0.202,3.901,0.881,407.313,0.01410,0.273,0.976,7.201,2.687,1.214,14.189,0.000,0.171,54233.488,0.577,0.416,0.250,13.154,90.251,0.617,0.027,0.311,0.022,0.209,373424.654
Image245,0.156,3.608,0.747,351.689,0.009354,0.213,1.132,9.199,2.597,1.011,8.984,180.000,0.140,44474.359,0.451,0.329,0.192,12.603,90.177,0.474,0.021,0.241,0.017,0.164,373424.654
Image246,0.205,5.224,0.564,349.654,0.01102,0.278,0.312,5.796,3.576,1.649,9.861,120.300,0.151,51216.640,0.565,0.380,0.340,12.952,87.908,0.588,0.035,0.310,0.019,0.213,373424.654
Image247,0.297,19.144,0.401,729.685,0.05359,0.519,0.066,20.055,8.968,10.176,8.605,87.800,0.370,37817.968,0.614,0.904,0.836,14.649,86.899,1.128,0.070,0.387,0.053,0.245,373424.654
Image248,0.203,9.781,0.692,603.877,0.02571,0.298,1.915,16.495,5.714,4.066,8.759,86.700,0.236,62038.644,0.506,0.521,0.283,15.486,88.470,0.701,0.029,0.321,0.028,0.198,373424.654
Image249,0.127,3.273,0.594,234.089,0.004956,0.174,0.406,5.169,2.250,1.024,8.817,90.000,0.100,47201.333,0.341,0.264,0.209,14.084,88.201,0.401,0.021,0.201,0.013,0.130,373424.654
Image250,0.147,3.419,0.479,250.662,0.006105,0.198,0.222,5.252,1.832,1.587,7.510,91.500,0.112,41393.094,0.410,0.263,0.236,13.564,88.712,0.426,0.024,0.228,0.013,0.154,373424.654
Image251,0.214,7.587,0.777,664.211,0.03516,0.301,1.374,10.270,4.059,3.528,8.662,95.900,0.276,63600.749,0.572,0.515,0.258,14.137,89.251,0.720,0.028,0.333,0.028,0.219,373424.654
Image252,1.675,120.724,0.604,3617.082,8.331,6.490,1.374,32.189,68.538,52.186,5.729,26.400,6.091,49276.087,0.511,9.052,9.338,16.680,83.566,9.811,0.776,0.373,0.736,0.236,373424.654
Image253,0.230,6.076,0.624,562.384,0.02039,0.316,1.379,10.293,4.796,1.280,8.263,90.000,0.208,50306.754,0.662,0.497,0.259,13.272,90.855,0.711,0.029,0.362,0.026,0.240,373424.654
Image254,0.240,10.258,0.657,579.867,0.02361,0.316,0.423,5.448,5.395,4.863,8.729,88.700,0.224,56783.316,0.695,0.421,0.316,13.136,89.361,0.693,0.035,0.378,0.021,0.256,373424.654
Image255,0.182,3.808,0.419,338.213,0.01053,0.238,0.105,4.131,2.294,1.514,6.355,101.000,0.147,48261.524,0.542,0.290,0.269,11.978,89.434,0.500,0.028,0.280,0.014,0.196,373424.654
Image256,0.192,7.689,0.634,487.750,0.01926,0.268,1.021,7.794,4.222,3.468,7.506,99.800,0.203,56726.951,0.510,0.459,0.266,14.057,88.973,0.649,0.028,0.301,0.024,0.193,373424.654
Image257,0.187,4.730,0.608,388.071,0.01334,0.255,0.771,5.884,2.929,1.801,7.879,80.400,0.166,57929.396,0.499,0.411,0.255,14.489,88.594,0.608,0.027,0.301,0.021,0.192,373424.654
Image258,0.133,4.934,0.405,319.471,0.01113,0.181,0.070,6.748,2.417,2.517,10.646,48.600,0.152,78228.707,0.373,0.239,0.229,12.092,87.927,0.372,0.023,0.197,0.012,0.139,373424.654
Image259,0.104,5.085,0.731,305.634,0.01080,0.151,1.875,28.521,3.537,1.548,6.632,180.000,0.150,82552.678,0.295,0.217,0.176,11.767,89.353,0.290,0.017,0.152,0.011,0.107,373424.654
Image260,0.129,7.307,0.769,377.709,0.01476,0.206,3.773,52.661,4.366,2.942,8.244,0.000,0.176,80612.125,0.337,0.344,0.200,13.260,89.203,0.403,0.019,0.189,0.019,0.126,373424.654
Image261,0.107,5.032,0.629,244.654,0.006067,0.141,0.282,10.551,3.359,1.672,7.505,90.000,0.112,59875.317,0.330,0.159,0.154,10.630,89.573,0.277,0.017,0.161,0.008,0.117,373424.654
Image262,0.078,2.573,0.657,192.955,0.003251,0.105,0.972,10.872,1.825,0.747,7.017,0.000,0.081,55792.909,0.228,0.146,0.105,11.960,89.664,0.222,0.011,0.119,0.007,0.083,373424.654
Image263,0.104,9.620,0.727,287.698,0.007762,0.168,6.266,191.419,6.804,2.816,9.480,0.000,0.128,71741.409,0.283,0.242,0.174,13.304,89.824,0.318,0.016,0.158,0.013,0.104,373424.654
Image264,0.419,32.537,0.279,794.837,0.2665,1.196,1.171,31.801,20.213,12.324,6.340,103.500,0.944,47920.652,0.419,2.374,2.231,12.932,86.878,2.400,0.157,0.242,0.148,0.162,373424.654
Image265,0.112,5.909,0.532,317.624,0.008150,0.151,1.222,14.896,4.441,1.468,6.400,87.700,0.131,60970.401,0.328,0.216,0.140,12.678,90.373,0.330,0.015,0.174,0.011,0.118,373424.654
Image266,0.120,10.270,0.646,380.570,0.01313,0.192,5.426,98.855,6.315,3.955,8.809,0.000,0.166,81613.267,0.319,0.316,0.149,13.994,89.682,0.392,0.016,0.185,0.017,0.119,373424.654
Image267,0.263,9.997,0.415,418.586,0.02414,0.370,1.724,21.543,6.178,3.819,5.961,85.900,0.227,39618.951,0.787,0.496,0.381,10.871,89.794,0.675,0.040,0.388,0.025,0.280,373424.654
